,LINE,EAST,NRTH,res_TMI
1388,11,22.0,-70.78,-129.87
1389,11,22.0,-70.38,-131.65
1390,11,22.0,-69.98,-132.75
1391,11,22.0,-69.58,-133.14
1392,11,22.0,-69.18,-132.7
1393,11,22.0,-68.78,-131.29
1394,11,22.0,-68.38,-128.55
1395,11,22.0,-67.98,-124.0
1396,11,22.0,-67.58,-117.05
1397,11,22.0,-67.18,-107.32
1398,11,22.0,-66.78,-94.84
1399,11,22.0,-66.38,-79.64
1400,11,22.0,-65.98,-61.85
1401,11,22.0,-65.58,-41.32
1402,11,22.0,-65.18,-17.74
1403,11,22.0,-64.78,9.26
1404,11,22.0,-64.38,39.82
1405,11,22.0,-63.98,74.03
1406,11,22.0,-63.58,111.22
1407,11,22.0,-63.18,151.1
1408,11,22.0,-62.78,192.52
1409,11,22.0,-62.38,233.49
1410,11,22.0,-61.98,273.64
1411,11,22.0,-61.58,312.91
1412,11,22.0,-61.18,351.21
1413,11,22.0,-60.78,389.73
1414,11,22.0,-60.38,429.68
1415,11,22.0,-59.98,471.18
1416,11,22.0,-59.58,513.74
1417,11,22.0,-59.18,556.34
1418,11,22.0,-58.78,598.51
1419,11,22.0,-58.38,639.46
1420,11,22.0,-57.98,677.13
1421,11,22.0,-57.58,711.06
1422,11,22.0,-57.18,740.97
1423,11,22.0,-56.78,766.05
1424,11,22.0,-56.38,786.19
1425,11,22.0,-55.98,801.44
1426,11,22.0,-55.58,812.11
1427,11,22.0,-55.18,818.06
1428,11,22.0,-54.78,819.13
1429,11,22.0,-54.38,815.04
1430,11,22.0,-53.98,806.06
1431,11,22.0,-53.58,792.59
1432,11,22.0,-53.18,775.46
1433,11,22.0,-52.78,755.33
1434,11,22.0,-52.38,732.64
1435,11,22.0,-51.98,707.78
1436,11,22.0,-51.58,680.61
1437,11,22.0,-51.18,651.05
1438,11,22.0,-50.78,618.55
1439,11,22.0,-50.38,582.24
1440,11,22.0,-49.98,542.6
1441,11,22.0,-49.58,500.64
1442,11,22.0,-49.18,457.28
1443,11,22.0,-48.78,414.47
1444,11,22.0,-48.38,373.23
1445,11,22.0,-47.98,333.62
1446,11,22.0,-47.58,296.76
1447,11,22.0,-47.18,263.56
1448,11,22.0,-46.78,234.36
1449,11,22.0,-46.38,208.87
1450,11,22.0,-45.98,185.9
1451,11,22.0,-45.58,164.82
1452,11,22.0,-45.18,145.39
1453,11,22.0,-44.78,127.6
1454,11,22.0,-44.38,111.68
1455,11,22.0,-43.98,97.72
1456,11,22.0,-43.58,85.46
1457,11,22.0,-43.18,74.49
1458,11,22.0,-42.78,64.5
1459,11,22.0,-42.38,55.31
1460,11,22.0,-41.98,46.94
1461,11,22.0,-41.58,39.35
1462,11,22.0,-41.18,32.55
1463,11,22.0,-40.78,26.49
1464,11,22.0,-40.38,21.05
1465,11,22.0,-39.98,16.11
1466,11,22.0,-39.58,11.63
1467,11,22.0,-39.18,7.67
1468,11,22.0,-38.78,4.24
1469,11,22.0,-38.38,1.28
1470,11,22.0,-37.98,-1.29
1471,11,22.0,-37.58,-3.41
1472,11,22.0,-37.18,-5.19
1473,11,22.0,-36.78,-6.81
1474,11,22.0,-36.38,-8.35
1475,11,22.0,-35.98,-10.01
1476,11,22.0,-35.58,-11.81
1477,11,22.0,-35.18,-13.62
1478,11,22.0,-34.78,-15.32
1479,11,22.0,-34.38,-16.88
1480,11,22.0,-33.98,-18.26
1481,11,22.0,-33.58,-19.42
1482,11,22.0,-33.18,-20.36
1483,11,22.0,-32.78,-21.01
1484,11,22.0,-32.38,-21.46
1485,11,22.0,-31.98,-21.79
1486,11,22.0,-31.58,-22.05
1487,11,22.0,-31.18,-22.3
1488,11,22.0,-30.78,-22.57
1489,11,22.0,-30.38,-22.97
1490,12,24.0,-89.58,-24.05
1491,12,24.0,-89.18,-24.48
1492,12,24.0,-88.78,-25.32
1493,12,24.0,-88.38,-26.39
1494,12,24.0,-87.98,-27.31
1495,12,24.0,-87.58,-27.95
1496,12,24.0,-87.18,-28.66
1497,12,24.0,-86.78,-29.6
1498,12,24.0,-86.38,-30.37
1499,12,24.0,-85.98,-30.77
1500,12,24.0,-85.58,-31.36
1501,12,24.0,-85.18,-32.35
1502,12,24.0,-84.78,-33.44
1503,12,24.0,-84.38,-34.6
1504,12,24.0,-83.98,-36.02
1505,12,24.0,-83.58,-37.85
1506,12,24.0,-83.18,-39.73
1507,12,24.0,-82.78,-41.38
1508,12,24.0,-82.38,-42.56
1509,12,24.0,-81.98,-43.27
1510,12,24.0,-81.58,-43.92
1511,12,24.0,-81.18,-44.66
1512,12,24.0,-80.78,-45.77
1513,12,24.0,-80.38,-47.59
1514,12,24.0,-79.98,-49.8
1515,12,24.0,-79.58,-52.06
1516,12,24.0,-79.18,-54.27
1517,12,24.0,-78.78,-56.31
1518,12,24.0,-78.38,-58.67
1519,12,24.0,-77.98,-61.81
1520,12,24.0,-77.58,-64.69
1521,12,24.0,-77.18,-66.85
1522,12,24.0,-76.78,-69.14
1523,12,24.0,-76.38,-71.67
1524,12,24.0,-75.98,-74.24
1525,12,24.0,-75.58,-76.89
1526,12,24.0,-75.18,-79.4
1527,12,24.0,-74.78,-81.53
1528,12,24.0,-74.38,-83.87
1529,12,24.0,-73.98,-86.94
1530,12,24.0,-73.58,-90.48
1531,12,24.0,-73.18,-94.29
1532,12,24.0,-72.78,-98.34
1533,12,24.0,-72.38,-102.65
1534,12,24.0,-71.98,-106.63
1535,12,24.0,-71.58,-109.64
1536,12,24.0,-71.18,-111.95
1537,12,24.0,-70.78,-113.78
1538,12,24.0,-70.38,-114.95
1539,12,24.0,-69.98,-115.37
1540,12,24.0,-69.58,-114.95
1541,12,24.0,-69.18,-113.82
1542,12,24.0,-68.78,-112.23
1543,12,24.0,-68.38,-110.11
1544,12,24.0,-67.98,-106.81
1545,12,24.0,-67.58,-100.78
1546,12,24.0,-67.18,-91.49
1547,12,24.0,-66.78,-79.83
1548,12,24.0,-66.38,-66.19
1549,12,24.0,-65.98,-50.94
1550,12,24.0,-65.58,-34.09
1551,12,24.0,-65.18,-15.07
1552,12,24.0,-64.78,6.88
1553,12,24.0,-64.38,32.37
1554,12,24.0,-63.98,61.03
1555,12,24.0,-63.58,92.13
1556,12,24.0,-63.18,126.23
1557,12,24.0,-62.78,162.93
1558,12,24.0,-62.38,198.87
1559,12,24.0,-61.98,232.62
1560,12,24.0,-61.58,264.33
1561,12,24.0,-61.18,293.57
1562,12,24.0,-60.78,323.91
1563,12,24.0,-60.38,356.95
1564,12,24.0,-59.98,392.1
1565,12,24.0,-59.58,428.45
1566,12,24.0,-59.18,464.92
1567,12,24.0,-58.78,501.51
1568,12,24.0,-58.38,536.65
1569,12,24.0,-57.98,567.3
1570,12,24.0,-57.58,594.19
1571,12,24.0,-57.18,618.17
1572,12,24.0,-56.78,637.19
1573,12,24.0,-56.38,650.71
1574,12,24.0,-55.98,659.9
1575,12,24.0,-55.58,665.75
1576,12,24.0,-55.18,668.02
1577,12,24.0,-54.78,665.8
1578,12,24.0,-54.38,657.82
1579,12,24.0,-53.98,644.68
1580,12,24.0,-53.58,627.82
1581,12,24.0,-53.18,608.76
1582,12,24.0,-52.78,588.38
1583,12,24.0,-52.38,566.85
1584,12,24.0,-51.98,544.45
1585,12,24.0,-51.58,521.04
1586,12,24.0,-51.18,496.87
1587,12,24.0,-50.78,471.18
1588,12,24.0,-50.38,441.59
1589,12,24.0,-49.98,408.12
1590,12,24.0,-49.58,372.97
1591,12,24.0,-49.18,337.1
1592,12,24.0,-48.78,303.02
1593,12,24.0,-48.38,272.22
1594,12,24.0,-47.98,242.51
1595,12,24.0,-47.58,213.66
1596,12,24.0,-47.18,188.19
1597,12,24.0,-46.78,167.5
1598,12,24.0,-46.38,150.72
1599,12,24.0,-45.98,134.94
1600,12,24.0,-45.58,119.82
1601,12,24.0,-45.18,105.42
1602,12,24.0,-44.78,91.85
1603,12,24.0,-44.38,79.8
1604,12,24.0,-43.98,70.0
1605,12,24.0,-43.58,61.86
1606,12,24.0,-43.18,54.24
1607,12,24.0,-42.78,46.87
1608,12,24.0,-42.38,39.79
1609,12,24.0,-41.98,33.2
1610,12,24.0,-41.58,27.36
1611,12,24.0,-41.18,22.36
1612,12,24.0,-40.78,18.1
1613,12,24.0,-40.38,14.22
1614,12,24.0,-39.98,10.42
1615,12,24.0,-39.58,6.69
1616,12,24.0,-39.18,3.34
1617,12,24.0,-38.78,0.73
1618,12,24.0,-38.38,-1.5
1619,12,24.0,-37.98,-3.6
1620,12,24.0,-37.58,-5.21
1621,12,24.0,-37.18,-6.34
1622,12,24.0,-36.78,-7.27
1623,12,24.0,-36.38,-8.07
1624,12,24.0,-35.98,-9.25
1625,12,24.0,-35.58,-11.12
1626,12,24.0,-35.18,-13.01
1627,12,24.0,-34.78,-14.6
1628,12,24.0,-34.38,-16.0
1629,12,24.0,-33.98,-17.14
1630,12,24.0,-33.58,-18.15
1631,12,24.0,-33.18,-19.03
1632,12,24.0,-32.78,-19.61
1633,12,24.0,-32.38,-19.91
1634,12,24.0,-31.98,-20.13
1635,12,24.0,-31.58,-20.31
1636,12,24.0,-31.18,-20.45
1637,12,24.0,-30.78,-20.52
1638,12,24.0,-30.38,-20.74
1639,13,26.0,-89.58,-18.7
1640,13,26.0,-89.18,-19.14
1641,13,26.0,-88.78,-20.13
1642,13,26.0,-88.38,-21.69
1643,13,26.0,-87.98,-22.89
1644,13,26.0,-87.58,-23.43
1645,13,26.0,-87.18,-24.0
1646,13,26.0,-86.78,-24.72
1647,13,26.0,-86.38,-25.25
1648,13,26.0,-85.98,-25.4
1649,13,26.0,-85.58,-25.89
1650,13,26.0,-85.18,-27.0
1651,13,26.0,-84.78,-28.08
1652,13,26.0,-84.38,-28.98
1653,13,26.0,-83.98,-30.0
1654,13,26.0,-83.58,-31.28
1655,13,26.0,-83.18,-32.77
1656,13,26.0,-82.78,-34.43
1657,13,26.0,-82.38,-36.02
1658,13,26.0,-81.98,-37.34
1659,13,26.0,-81.58,-38.17
1660,13,26.0,-81.18,-38.14
1661,13,26.0,-80.78,-38.54
1662,13,26.0,-80.38,-40.05
1663,13,26.0,-79.98,-41.97
1664,13,26.0,-79.58,-44.13
1665,13,26.0,-79.18,-46.18
1666,13,26.0,-78.78,-48.04
1667,13,26.0,-78.38,-50.16
1668,13,26.0,-77.98,-52.83
1669,13,26.0,-77.58,-55.21
1670,13,26.0,-77.18,-57.09
1671,13,26.0,-76.78,-58.95
1672,13,26.0,-76.38,-60.75
1673,13,26.0,-75.98,-62.56
1674,13,26.0,-75.58,-64.54
1675,13,26.0,-75.18,-66.76
1676,13,26.0,-74.78,-69.17
1677,13,26.0,-74.38,-71.6
1678,13,26.0,-73.98,-73.97
1679,13,26.0,-73.58,-76.56
1680,13,26.0,-73.18,-79.46
1681,13,26.0,-72.78,-82.58
1682,13,26.0,-72.38,-85.79
1683,13,26.0,-71.98,-89.1
1684,13,26.0,-71.58,-92.5
1685,13,26.0,-71.18,-94.87
1686,13,26.0,-70.78,-95.79
1687,13,26.0,-70.38,-96.39
1688,13,26.0,-69.98,-97.06
1689,13,26.0,-69.58,-97.32
1690,13,26.0,-69.18,-96.61
1691,13,26.0,-68.78,-95.36
1692,13,26.0,-68.38,-93.91
1693,13,26.0,-67.98,-91.53
1694,13,26.0,-67.58,-87.02
1695,13,26.0,-67.18,-80.06
1696,13,26.0,-66.78,-71.41
1697,13,26.0,-66.38,-61.47
1698,13,26.0,-65.98,-50.5
1699,13,26.0,-65.58,-38.6
1700,13,26.0,-65.18,-25.32
1701,13,26.0,-64.78,-9.81
1702,13,26.0,-64.38,8.73
1703,13,26.0,-63.98,29.8
1704,13,26.0,-63.58,52.6
1705,13,26.0,-63.18,77.64
1706,13,26.0,-62.78,104.74
1707,13,26.0,-62.38,131.32
1708,13,26.0,-61.98,156.03
1709,13,26.0,-61.58,178.65
1710,13,26.0,-61.18,198.76
1711,13,26.0,-60.78,219.92
1712,13,26.0,-60.38,243.88
1713,13,26.0,-59.98,269.32
1714,13,26.0,-59.58,295.64
1715,13,26.0,-59.18,322.08
1716,13,26.0,-58.78,348.75
1717,13,26.0,-58.38,374.1
1718,13,26.0,-57.98,394.86
1719,13,26.0,-57.58,411.98
1720,13,26.0,-57.18,427.22
1721,13,26.0,-56.78,439.36
1722,13,26.0,-56.38,447.73
1723,13,26.0,-55.98,451.9
1724,13,26.0,-55.58,452.5
1725,13,26.0,-55.18,450.93
1726,13,26.0,-54.78,447.21
1727,13,26.0,-54.38,438.76
1728,13,26.0,-53.98,425.7
1729,13,26.0,-53.58,410.61
1730,13,26.0,-53.18,394.65
1731,13,26.0,-52.78,378.29
1732,13,26.0,-52.38,361.53
1733,13,26.0,-51.98,344.68
1734,13,26.0,-51.58,328.26
1735,13,26.0,-51.18,311.61
1736,13,26.0,-50.78,293.85
1737,13,26.0,-50.38,274.19
1738,13,26.0,-49.98,252.12
1739,13,26.0,-49.58,228.62
1740,13,26.0,-49.18,204.39
1741,13,26.0,-48.78,182.19
1742,13,26.0,-48.38,163.42
1743,13,26.0,-47.98,145.62
1744,13,26.0,-47.58,128.19
1745,13,26.0,-47.18,112.48
1746,13,26.0,-46.78,99.86
1747,13,26.0,-46.38,89.86
1748,13,26.0,-45.98,80.98
1749,13,26.0,-45.58,72.08
1750,13,26.0,-45.18,62.8
1751,13,26.0,-44.78,54.2
1752,13,26.0,-44.38,47.21
1753,13,26.0,-43.98,41.9
1754,13,26.0,-43.58,37.64
1755,13,26.0,-43.18,33.33
1756,13,26.0,-42.78,28.8
1757,13,26.0,-42.38,24.35
1758,13,26.0,-41.98,19.9
1759,13,26.0,-41.58,15.69
1760,13,26.0,-41.18,12.19
1761,13,26.0,-40.78,9.41
1762,13,26.0,-40.38,6.97
1763,13,26.0,-39.98,4.52
1764,13,26.0,-39.58,1.99
1765,13,26.0,-39.18,-0.13
1766,13,26.0,-38.78,-1.62
1767,13,26.0,-38.38,-3.04
1768,13,26.0,-37.98,-4.67
1769,13,26.0,-37.58,-5.88
1770,13,26.0,-37.18,-6.05
1771,13,26.0,-36.78,-6.13
1772,13,26.0,-36.38,-6.81
1773,13,26.0,-35.98,-8.02
1774,13,26.0,-35.58,-9.81
1775,13,26.0,-35.18,-11.56
1776,13,26.0,-34.78,-13.03
1777,13,26.0,-34.38,-14.06
1778,13,26.0,-33.98,-14.63
1779,13,26.0,-33.58,-15.22
1780,13,26.0,-33.18,-15.96
1781,13,26.0,-32.78,-16.56
1782,13,26.0,-32.38,-16.96
1783,13,26.0,-31.98,-17.35
1784,13,26.0,-31.58,-17.77
1785,13,26.0,-31.18,-18.13
1786,13,26.0,-30.78,-18.3
1787,13,26.0,-30.38,-18.17
1788,14,28.0,-89.58,-15.72
1789,14,28.0,-89.18,-16.16
1790,14,28.0,-88.78,-16.98
1791,14,28.0,-88.38,-18.52
1792,14,28.0,-87.98,-19.93
1793,14,28.0,-87.58,-20.71
1794,14,28.0,-87.18,-21.18
1795,14,28.0,-86.78,-21.42
1796,14,28.0,-86.38,-21.69
1797,14,28.0,-85.98,-22.0
1798,14,28.0,-85.58,-22.5
1799,14,28.0,-85.18,-23.37
1800,14,28.0,-84.78,-24.34
1801,14,28.0,-84.38,-25.21
1802,14,28.0,-83.98,-26.19
1803,14,28.0,-83.58,-27.3
1804,14,28.0,-83.18,-28.57
1805,14,28.0,-82.78,-29.99
1806,14,28.0,-82.38,-31.14
1807,14,28.0,-81.98,-31.9
1808,14,28.0,-81.58,-32.59
1809,14,28.0,-81.18,-33.28
1810,14,28.0,-80.78,-34.17
1811,14,28.0,-80.38,-35.6
1812,14,28.0,-79.98,-37.12
1813,14,28.0,-79.58,-38.41
1814,14,28.0,-79.18,-39.74
1815,14,28.0,-78.78,-41.16
1816,14,28.0,-78.38,-42.94
1817,14,28.0,-77.98,-45.11
1818,14,28.0,-77.58,-47.31
1819,14,28.0,-77.18,-49.38
1820,14,28.0,-76.78,-51.29
1821,14,28.0,-76.38,-52.98
1822,14,28.0,-75.98,-54.6
1823,14,28.0,-75.58,-56.22
1824,14,28.0,-75.18,-57.75
1825,14,28.0,-74.78,-59.14
1826,14,28.0,-74.38,-60.75
1827,14,28.0,-73.98,-62.89
1828,14,28.0,-73.58,-65.33
1829,14,28.0,-73.18,-67.86
1830,14,28.0,-72.78,-70.42
1831,14,28.0,-72.38,-72.99
1832,14,28.0,-71.98,-75.56
1833,14,28.0,-71.58,-77.99
1834,14,28.0,-71.18,-79.94
1835,14,28.0,-70.78,-80.98
1836,14,28.0,-70.38,-81.57
1837,14,28.0,-69.98,-82.19
1838,14,28.0,-69.58,-82.65
1839,14,28.0,-69.18,-82.85
1840,14,28.0,-68.78,-82.7
1841,14,28.0,-68.38,-82.06
1842,14,28.0,-67.98,-80.89
1843,14,28.0,-67.58,-78.89
1844,14,28.0,-67.18,-75.48
1845,14,28.0,-66.78,-70.56
1846,14,28.0,-66.38,-64.58
1847,14,28.0,-65.98,-58.0
1848,14,28.0,-65.58,-50.89
1849,14,28.0,-65.18,-43.04
1850,14,28.0,-64.78,-34.12
1851,14,28.0,-64.38,-23.49
1852,14,28.0,-63.98,-10.76
1853,14,28.0,-63.58,3.58
1854,14,28.0,-63.18,19.17
1855,14,28.0,-62.78,35.55
1856,14,28.0,-62.38,51.59
1857,14,28.0,-61.98,66.67
1858,14,28.0,-61.58,80.45
1859,14,28.0,-61.18,92.77
1860,14,28.0,-60.78,105.94
1861,14,28.0,-60.38,120.68
1862,14,28.0,-59.98,135.76
1863,14,28.0,-59.58,151.06
1864,14,28.0,-59.18,166.36
1865,14,28.0,-58.78,181.35
1866,14,28.0,-58.38,195.46
1867,14,28.0,-57.98,207.52
1868,14,28.0,-57.58,217.57
1869,14,28.0,-57.18,226.1
1870,14,28.0,-56.78,232.47
1871,14,28.0,-56.38,236.39
1872,14,28.0,-55.98,237.82
1873,14,28.0,-55.58,237.19
1874,14,28.0,-55.18,234.95
1875,14,28.0,-54.78,231.15
1876,14,28.0,-54.38,225.26
1877,14,28.0,-53.98,217.4
1878,14,28.0,-53.58,208.24
1879,14,28.0,-53.18,198.35
1880,14,28.0,-52.78,188.65
1881,14,28.0,-52.38,179.21
1882,14,28.0,-51.98,169.74
1883,14,28.0,-51.58,160.24
1884,14,28.0,-51.18,150.8
1885,14,28.0,-50.78,141.35
1886,14,28.0,-50.38,131.14
1887,14,28.0,-49.98,119.59
1888,14,28.0,-49.58,107.47
1889,14,28.0,-49.18,95.4
1890,14,28.0,-48.78,84.45
1891,14,28.0,-48.38,75.1
1892,14,28.0,-47.98,66.17
1893,14,28.0,-47.58,57.28
1894,14,28.0,-47.18,49.38
1895,14,28.0,-46.78,43.78
1896,14,28.0,-46.38,39.59
1897,14,28.0,-45.98,35.61
1898,14,28.0,-45.58,31.5
1899,14,28.0,-45.18,27.03
1900,14,28.0,-44.78,22.79
1901,14,28.0,-44.38,19.2
1902,14,28.0,-43.98,16.57
1903,14,28.0,-43.58,14.56
1904,14,28.0,-43.18,12.6
1905,14,28.0,-42.78,10.63
1906,14,28.0,-42.38,8.49
1907,14,28.0,-41.98,5.98
1908,14,28.0,-41.58,3.56
1909,14,28.0,-41.18,1.6
1910,14,28.0,-40.78,-0.08
1911,14,28.0,-40.38,-1.55
1912,14,28.0,-39.98,-2.87
1913,14,28.0,-39.58,-4.03
1914,14,28.0,-39.18,-5.02
1915,14,28.0,-38.78,-5.84
1916,14,28.0,-38.38,-6.71
1917,14,28.0,-37.98,-7.74
1918,14,28.0,-37.58,-8.46
1919,14,28.0,-37.18,-8.86
1920,14,28.0,-36.78,-9.17
1921,14,28.0,-36.38,-9.4
1922,14,28.0,-35.98,-9.97
1923,14,28.0,-35.58,-11.31
1924,14,28.0,-35.18,-12.63
1925,14,28.0,-34.78,-13.47
1926,14,28.0,-34.38,-14.12
1927,14,28.0,-33.98,-14.64
1928,14,28.0,-33.58,-15.12
1929,14,28.0,-33.18,-15.58
1930,14,28.0,-32.78,-16.12
1931,14,28.0,-32.38,-16.81
1932,14,28.0,-31.98,-17.22
1933,14,28.0,-31.58,-17.12
1934,14,28.0,-31.18,-16.98
1935,14,28.0,-30.78,-16.96
1936,14,28.0,-30.38,-16.93
1937,15,30.0,-89.58,-13.17
1938,15,30.0,-89.18,-14.27
1939,15,30.0,-88.78,-15.37
1940,15,30.0,-88.38,-16.19
1941,15,30.0,-87.98,-16.77
1942,15,30.0,-87.58,-16.97
1943,15,30.0,-87.18,-17.41
1944,15,30.0,-86.78,-18.45
1945,15,30.0,-86.38,-19.12
1946,15,30.0,-85.98,-19.25
1947,15,30.0,-85.58,-19.39
1948,15,30.0,-85.18,-19.56
1949,15,30.0,-84.78,-20.01
1950,15,30.0,-84.38,-21.11
1951,15,30.0,-83.98,-22.28
1952,15,30.0,-83.58,-23.15
1953,15,30.0,-83.18,-24.2
1954,15,30.0,-82.78,-25.58
1955,15,30.0,-82.38,-26.91
1956,15,30.0,-81.98,-27.95
1957,15,30.0,-81.58,-28.68
1958,15,30.0,-81.18,-29.12
1959,15,30.0,-80.78,-29.72
1960,15,30.0,-80.38,-30.65
1961,15,30.0,-79.98,-31.74
1962,15,30.0,-79.58,-32.97
1963,15,30.0,-79.18,-34.08
1964,15,30.0,-78.78,-34.84
1965,15,30.0,-78.38,-36.08
1966,15,30.0,-77.98,-38.39
1967,15,30.0,-77.58,-40.6
1968,15,30.0,-77.18,-42.31
1969,15,30.0,-76.78,-44.05
1970,15,30.0,-76.38,-45.8
1971,15,30.0,-75.98,-47.34
1972,15,30.0,-75.58,-48.4
1973,15,30.0,-75.18,-49.33
1974,15,30.0,-74.78,-50.42
1975,15,30.0,-74.38,-51.65
1976,15,30.0,-73.98,-53.12
1977,15,30.0,-73.58,-54.76
1978,15,30.0,-73.18,-56.57
1979,15,30.0,-72.78,-58.72
1980,15,30.0,-72.38,-61.4
1981,15,30.0,-71.98,-63.65
1982,15,30.0,-71.58,-65.09
1983,15,30.0,-71.18,-66.36
1984,15,30.0,-70.78,-67.52
1985,15,30.0,-70.38,-68.45
1986,15,30.0,-69.98,-69.09
1987,15,30.0,-69.58,-69.75
1988,15,30.0,-69.18,-70.57
1989,15,30.0,-68.78,-71.17
1990,15,30.0,-68.38,-71.34
1991,15,30.0,-67.98,-71.35
1992,15,30.0,-67.58,-71.23
1993,15,30.0,-67.18,-70.51
1994,15,30.0,-66.78,-68.57
1995,15,30.0,-66.38,-65.67
1996,15,30.0,-65.98,-62.46
1997,15,30.0,-65.58,-59.06
1998,15,30.0,-65.18,-55.49
1999,15,30.0,-64.78,-51.6
2000,15,30.0,-64.38,-46.71
2001,15,30.0,-63.98,-40.48
2002,15,30.0,-63.58,-33.37
2003,15,30.0,-63.18,-25.7
2004,15,30.0,-62.78,-17.68
2005,15,30.0,-62.38,-9.81
2006,15,30.0,-61.98,-2.46
2007,15,30.0,-61.58,4.31
2008,15,30.0,-61.18,10.41
2009,15,30.0,-60.78,17.0
2010,15,30.0,-60.38,24.86
2011,15,30.0,-59.98,32.3
2012,15,30.0,-59.58,38.9
2013,15,30.0,-59.18,45.6
2014,15,30.0,-58.78,52.28
2015,15,30.0,-58.38,58.66
2016,15,30.0,-57.98,64.51
2017,15,30.0,-57.58,69.87
2018,15,30.0,-57.18,74.61
2019,15,30.0,-56.78,78.29
2020,15,30.0,-56.38,80.39
2021,15,30.0,-55.98,81.24
2022,15,30.0,-55.58,81.27
2023,15,30.0,-55.18,80.18
2024,15,30.0,-54.78,78.14
2025,15,30.0,-54.38,75.56
2026,15,30.0,-53.98,72.59
2027,15,30.0,-53.58,69.25
2028,15,30.0,-53.18,65.59
2029,15,30.0,-52.78,61.71
2030,15,30.0,-52.38,57.71
2031,15,30.0,-51.98,53.82
2032,15,30.0,-51.58,50.15
2033,15,30.0,-51.18,46.81
