,LINE,EAST,NRTH,res_TMI
2034,15,30.0,-50.78,44.04
2035,15,30.0,-50.38,40.65
2036,15,30.0,-49.98,35.78
2037,15,30.0,-49.58,31.15
2038,15,30.0,-49.18,27.34
2039,15,30.0,-48.78,23.69
2040,15,30.0,-48.38,20.28
2041,15,30.0,-47.98,17.2
2042,15,30.0,-47.58,14.55
2043,15,30.0,-47.18,12.11
2044,15,30.0,-46.78,9.69
2045,15,30.0,-46.38,7.9
2046,15,30.0,-45.98,7.29
2047,15,30.0,-45.58,6.54
2048,15,30.0,-45.18,5.07
2049,15,30.0,-44.78,3.58
2050,15,30.0,-44.38,2.05
2051,15,30.0,-43.98,0.8
2052,15,30.0,-43.58,-0.02
2053,15,30.0,-43.18,-0.85
2054,15,30.0,-42.78,-1.92
2055,15,30.0,-42.38,-2.9
2056,15,30.0,-41.98,-3.59
2057,15,30.0,-41.58,-4.15
2058,15,30.0,-41.18,-4.58
2059,15,30.0,-40.78,-5.21
2060,15,30.0,-40.38,-6.37
2061,15,30.0,-39.98,-7.35
2062,15,30.0,-39.58,-7.89
2063,15,30.0,-39.18,-8.6
2064,15,30.0,-38.78,-9.55
2065,15,30.0,-38.38,-10.62
2066,15,30.0,-37.98,-11.85
2067,15,30.0,-37.58,-12.41
2068,15,30.0,-37.18,-11.54
2069,15,30.0,-36.78,-10.61
2070,15,30.0,-36.38,-10.41
2071,15,30.0,-35.98,-10.85
2072,15,30.0,-35.58,-11.97
2073,15,30.0,-35.18,-13.04
2074,15,30.0,-34.78,-13.81
2075,15,30.0,-34.38,-14.3
2076,15,30.0,-33.98,-14.49
2077,15,30.0,-33.58,-14.64
2078,15,30.0,-33.18,-14.85
2079,15,30.0,-32.78,-15.13
2080,15,30.0,-32.38,-15.58
2081,15,30.0,-31.98,-16.01
2082,15,30.0,-31.58,-16.22
2083,15,30.0,-31.18,-16.1
2084,15,30.0,-30.78,-15.41
2085,15,30.0,-30.38,-15.15
2086,16,32.0,-89.58,-8.05
2087,16,32.0,-89.18,-9.54
2088,16,32.0,-88.78,-10.62
2089,16,32.0,-88.38,-10.87
2090,16,32.0,-87.98,-11.15
2091,16,32.0,-87.58,-11.5
2092,16,32.0,-87.18,-12.04
2093,16,32.0,-86.78,-12.89
2094,16,32.0,-86.38,-13.46
2095,16,32.0,-85.98,-13.58
2096,16,32.0,-85.58,-13.61
2097,16,32.0,-85.18,-13.66
2098,16,32.0,-84.78,-14.06
2099,16,32.0,-84.38,-14.94
2100,16,32.0,-83.98,-15.92
2101,16,32.0,-83.58,-16.83
2102,16,32.0,-83.18,-17.86
2103,16,32.0,-82.78,-19.13
2104,16,32.0,-82.38,-20.3
2105,16,32.0,-81.98,-21.09
2106,16,32.0,-81.58,-21.45
2107,16,32.0,-81.18,-21.27
2108,16,32.0,-80.78,-21.29
2109,16,32.0,-80.38,-22.18
2110,16,32.0,-79.98,-23.61
2111,16,32.0,-79.58,-25.41
2112,16,32.0,-79.18,-26.84
2113,16,32.0,-78.78,-27.72
2114,16,32.0,-78.38,-28.8
2115,16,32.0,-77.98,-30.27
2116,16,32.0,-77.58,-31.7
2117,16,32.0,-77.18,-32.95
2118,16,32.0,-76.78,-34.29
2119,16,32.0,-76.38,-35.93
2120,16,32.0,-75.98,-37.4
2121,16,32.0,-75.58,-38.41
2122,16,32.0,-75.18,-38.93
2123,16,32.0,-74.78,-38.9
2124,16,32.0,-74.38,-39.56
2125,16,32.0,-73.98,-41.39
2126,16,32.0,-73.58,-43.09
2127,16,32.0,-73.18,-44.56
2128,16,32.0,-72.78,-46.13
2129,16,32.0,-72.38,-47.84
2130,16,32.0,-71.98,-49.37
2131,16,32.0,-71.58,-50.52
2132,16,32.0,-71.18,-51.6
2133,16,32.0,-70.78,-52.75
2134,16,32.0,-70.38,-53.67
2135,16,32.0,-69.98,-54.31
2136,16,32.0,-69.58,-54.87
2137,16,32.0,-69.18,-55.4
2138,16,32.0,-68.78,-56.07
2139,16,32.0,-68.38,-56.96
2140,16,32.0,-67.98,-57.94
2141,16,32.0,-67.58,-58.95
2142,16,32.0,-67.18,-59.72
2143,16,32.0,-66.78,-59.63
2144,16,32.0,-66.38,-58.51
2145,16,32.0,-65.98,-57.03
2146,16,32.0,-65.58,-55.57
2147,16,32.0,-65.18,-54.08
2148,16,32.0,-64.78,-52.56
2149,16,32.0,-64.38,-51.02
2150,16,32.0,-63.98,-49.36
2151,16,32.0,-63.58,-47.22
2152,16,32.0,-63.18,-44.32
2153,16,32.0,-62.78,-40.89
2154,16,32.0,-62.38,-37.5
2155,16,32.0,-61.98,-34.3
2156,16,32.0,-61.58,-31.49
2157,16,32.0,-61.18,-29.39
2158,16,32.0,-60.78,-27.15
2159,16,32.0,-60.38,-24.39
2160,16,32.0,-59.98,-21.44
2161,16,32.0,-59.58,-18.36
2162,16,32.0,-59.18,-15.34
2163,16,32.0,-58.78,-12.42
2164,16,32.0,-58.38,-9.77
2165,16,32.0,-57.98,-7.49
2166,16,32.0,-57.58,-5.39
2167,16,32.0,-57.18,-3.41
2168,16,32.0,-56.78,-1.33
2169,16,32.0,-56.38,1.12
2170,16,32.0,-55.98,3.08
2171,16,32.0,-55.58,3.8
2172,16,32.0,-55.18,3.8
2173,16,32.0,-54.78,3.58
2174,16,32.0,-54.38,3.45
2175,16,32.0,-53.98,3.49
2176,16,32.0,-53.58,3.41
2177,16,32.0,-53.18,3.0
2178,16,32.0,-52.78,2.35
2179,16,32.0,-52.38,1.64
2180,16,32.0,-51.98,1.0
2181,16,32.0,-51.58,0.44
2182,16,32.0,-51.18,0.07
2183,16,32.0,-50.78,0.08
2184,16,32.0,-50.38,0.14
2185,16,32.0,-49.98,-0.05
2186,16,32.0,-49.58,-0.54
2187,16,32.0,-49.18,-1.26
2188,16,32.0,-48.78,-2.0
2189,16,32.0,-48.38,-2.76
2190,16,32.0,-47.98,-3.36
2191,16,32.0,-47.58,-3.5
2192,16,32.0,-47.18,-3.32
2193,16,32.0,-46.78,-3.07
2194,16,32.0,-46.38,-2.85
2195,16,32.0,-45.98,-2.67
2196,16,32.0,-45.58,-2.73
2197,16,32.0,-45.18,-3.26
2198,16,32.0,-44.78,-3.82
2199,16,32.0,-44.38,-4.13
2200,16,32.0,-43.98,-4.45
2201,16,32.0,-43.58,-4.77
2202,16,32.0,-43.18,-4.91
2203,16,32.0,-42.78,-4.62
2204,16,32.0,-42.38,-4.65
2205,16,32.0,-41.98,-5.44
2206,16,32.0,-41.58,-6.14
2207,16,32.0,-41.18,-6.54
2208,16,32.0,-40.78,-6.74
2209,16,32.0,-40.38,-6.68
2210,16,32.0,-39.98,-6.72
2211,16,32.0,-39.58,-7.09
2212,16,32.0,-39.18,-7.87
2213,16,32.0,-38.78,-9.17
2214,16,32.0,-38.38,-10.28
2215,16,32.0,-37.98,-10.64
2216,16,32.0,-37.58,-10.27
2217,16,32.0,-37.18,-9.21
2218,16,32.0,-36.78,-8.19
2219,16,32.0,-36.38,-7.8
2220,16,32.0,-35.98,-8.13
2221,16,32.0,-35.58,-9.01
2222,16,32.0,-35.18,-9.88
2223,16,32.0,-34.78,-10.72
2224,16,32.0,-34.38,-11.38
2225,16,32.0,-33.98,-11.49
2226,16,32.0,-33.58,-11.25
2227,16,32.0,-33.18,-10.95
2228,16,32.0,-32.78,-10.92
2229,16,32.0,-32.38,-11.17
2230,16,32.0,-31.98,-11.46
2231,16,32.0,-31.58,-11.75
2232,16,32.0,-31.18,-12.03
2233,16,32.0,-30.78,-12.26
2234,16,32.0,-30.38,-12.27
2235,17,34.0,-89.58,-3.9
2236,17,34.0,-89.18,-4.49
2237,17,34.0,-88.78,-5.12
2238,17,34.0,-88.38,-5.78
2239,17,34.0,-87.98,-6.32
2240,17,34.0,-87.58,-6.63
2241,17,34.0,-87.18,-6.95
2242,17,34.0,-86.78,-7.55
2243,17,34.0,-86.38,-7.83
2244,17,34.0,-85.98,-7.22
2245,17,34.0,-85.58,-7.05
2246,17,34.0,-85.18,-7.95
2247,17,34.0,-84.78,-8.65
2248,17,34.0,-84.38,-8.97
2249,17,34.0,-83.98,-9.65
2250,17,34.0,-83.58,-10.75
2251,17,34.0,-83.18,-11.89
2252,17,34.0,-82.78,-13.08
2253,17,34.0,-82.38,-14.12
2254,17,34.0,-81.98,-14.67
2255,17,34.0,-81.58,-14.56
2256,17,34.0,-81.18,-13.83
2257,17,34.0,-80.78,-14.0
2258,17,34.0,-80.38,-15.5
2259,17,34.0,-79.98,-17.01
2260,17,34.0,-79.58,-18.4
2261,17,34.0,-79.18,-19.35
2262,17,34.0,-78.78,-19.39
2263,17,34.0,-78.38,-19.98
2264,17,34.0,-77.98,-21.71
2265,17,34.0,-77.58,-23.32
2266,17,34.0,-77.18,-24.73
2267,17,34.0,-76.78,-26.12
2268,17,34.0,-76.38,-27.42
2269,17,34.0,-75.98,-28.3
2270,17,34.0,-75.58,-28.48
2271,17,34.0,-75.18,-28.63
2272,17,34.0,-74.78,-29.19
2273,17,34.0,-74.38,-30.03
2274,17,34.0,-73.98,-31.3
2275,17,34.0,-73.58,-32.43
2276,17,34.0,-73.18,-33.13
2277,17,34.0,-72.78,-34.11
2278,17,34.0,-72.38,-35.49
2279,17,34.0,-71.98,-36.82
2280,17,34.0,-71.58,-38.06
2281,17,34.0,-71.18,-39.17
2282,17,34.0,-70.78,-40.03
2283,17,34.0,-70.38,-40.56
2284,17,34.0,-69.98,-40.9
2285,17,34.0,-69.58,-41.18
2286,17,34.0,-69.18,-41.39
2287,17,34.0,-68.78,-42.0
2288,17,34.0,-68.38,-43.37
2289,17,34.0,-67.98,-44.88
2290,17,34.0,-67.58,-46.24
2291,17,34.0,-67.18,-46.88
2292,17,34.0,-66.78,-45.82
2293,17,34.0,-66.38,-44.82
2294,17,34.0,-65.98,-44.84
2295,17,34.0,-65.58,-44.91
2296,17,34.0,-65.18,-45.08
2297,17,34.0,-64.78,-45.18
2298,17,34.0,-64.38,-45.12
2299,17,34.0,-63.98,-44.59
2300,17,34.0,-63.58,-43.34
2301,17,34.0,-63.18,-42.18
2302,17,34.0,-62.78,-41.45
2303,17,34.0,-62.38,-40.75
2304,17,34.0,-61.98,-40.18
2305,17,34.0,-61.58,-39.47
2306,17,34.0,-61.18,-38.31
2307,17,34.0,-60.78,-36.86
2308,17,34.0,-60.38,-35.24
2309,17,34.0,-59.98,-33.98
2310,17,34.0,-59.58,-33.46
2311,17,34.0,-59.18,-32.91
2312,17,34.0,-58.78,-32.02
2313,17,34.0,-58.38,-30.91
2314,17,34.0,-57.98,-29.35
2315,17,34.0,-57.58,-27.88
2316,17,34.0,-57.18,-26.92
2317,17,34.0,-56.78,-25.66
2318,17,34.0,-56.38,-23.85
2319,17,34.0,-55.98,-22.37
2320,17,34.0,-55.58,-21.35
2321,17,34.0,-55.18,-20.31
2322,17,34.0,-54.78,-19.18
2323,17,34.0,-54.38,-18.14
2324,17,34.0,-53.98,-17.39
2325,17,34.0,-53.58,-16.6
2326,17,34.0,-53.18,-15.56
2327,17,34.0,-52.78,-14.73
2328,17,34.0,-52.38,-14.31
2329,17,34.0,-51.98,-13.8
2330,17,34.0,-51.58,-12.97
2331,17,34.0,-51.18,-12.29
2332,17,34.0,-50.78,-12.07
2333,17,34.0,-50.38,-11.63
2334,17,34.0,-49.98,-10.68
2335,17,34.0,-49.58,-9.96
2336,17,34.0,-49.18,-9.72
2337,17,34.0,-48.78,-9.38
2338,17,34.0,-48.38,-8.77
2339,17,34.0,-47.98,-8.23
2340,17,34.0,-47.58,-7.72
2341,17,34.0,-47.18,-7.27
2342,17,34.0,-46.78,-7.09
2343,17,34.0,-46.38,-6.7
2344,17,34.0,-45.98,-5.66
2345,17,34.0,-45.58,-5.1
2346,17,34.0,-45.18,-5.41
2347,17,34.0,-44.78,-5.97
2348,17,34.0,-44.38,-6.69
2349,17,34.0,-43.98,-6.84
2350,17,34.0,-43.58,-6.32
2351,17,34.0,-43.18,-5.82
2352,17,34.0,-42.78,-5.47
2353,17,34.0,-42.38,-5.39
2354,17,34.0,-41.98,-5.67
2355,17,34.0,-41.58,-5.92
2356,17,34.0,-41.18,-5.96
2357,17,34.0,-40.78,-5.97
2358,17,34.0,-40.38,-5.97
2359,17,34.0,-39.98,-6.12
2360,17,34.0,-39.58,-6.67
2361,17,34.0,-39.18,-7.17
2362,17,34.0,-38.78,-7.26
2363,17,34.0,-38.38,-7.45
2364,17,34.0,-37.98,-7.98
2365,17,34.0,-37.58,-7.94
2366,17,34.0,-37.18,-6.86
2367,17,34.0,-36.78,-5.7
2368,17,34.0,-36.38,-5.04
2369,17,34.0,-35.98,-5.18
2370,17,34.0,-35.58,-6.34
2371,17,34.0,-35.18,-7.52
2372,17,34.0,-34.78,-8.23
2373,17,34.0,-34.38,-8.46
2374,17,34.0,-33.98,-8.02
2375,17,34.0,-33.58,-7.71
2376,17,34.0,-33.18,-7.79
2377,17,34.0,-32.78,-7.95
2378,17,34.0,-32.38,-8.22
2379,17,34.0,-31.98,-8.38
2380,17,34.0,-31.58,-8.29
2381,17,34.0,-31.18,-8.29
2382,17,34.0,-30.78,-8.55
2383,17,34.0,-30.38,-8.77
2384,18,36.0,-89.58,-3.16
2385,18,36.0,-89.18,-3.84
2386,18,36.0,-88.78,-4.64
2387,18,36.0,-88.38,-5.57
2388,18,36.0,-87.98,-6.18
2389,18,36.0,-87.58,-6.35
2390,18,36.0,-87.18,-6.55
2391,18,36.0,-86.78,-6.86
2392,18,36.0,-86.38,-7.06
2393,18,36.0,-85.98,-7.03
2394,18,36.0,-85.58,-7.06
2395,18,36.0,-85.18,-7.37
2396,18,36.0,-84.78,-7.87
2397,18,36.0,-84.38,-8.53
2398,18,36.0,-83.98,-9.4
2399,18,36.0,-83.58,-10.4
2400,18,36.0,-83.18,-11.34
2401,18,36.0,-82.78,-12.2
2402,18,36.0,-82.38,-12.97
2403,18,36.0,-81.98,-13.61
2404,18,36.0,-81.58,-13.68
2405,18,36.0,-81.18,-12.72
2406,18,36.0,-80.78,-12.69
2407,18,36.0,-80.38,-14.28
2408,18,36.0,-79.98,-15.83
2409,18,36.0,-79.58,-17.1
2410,18,36.0,-79.18,-17.95
2411,18,36.0,-78.78,-18.13
2412,18,36.0,-78.38,-18.5
2413,18,36.0,-77.98,-19.45
2414,18,36.0,-77.58,-20.61
2415,18,36.0,-77.18,-21.92
2416,18,36.0,-76.78,-23.07
2417,18,36.0,-76.38,-23.95
2418,18,36.0,-75.98,-24.75
2419,18,36.0,-75.58,-25.54
2420,18,36.0,-75.18,-25.96
2421,18,36.0,-74.78,-25.65
2422,18,36.0,-74.38,-25.86
2423,18,36.0,-73.98,-27.1
2424,18,36.0,-73.58,-28.15
2425,18,36.0,-73.18,-28.69
2426,18,36.0,-72.78,-29.59
2427,18,36.0,-72.38,-31.3
2428,18,36.0,-71.98,-32.89
2429,18,36.0,-71.58,-33.92
2430,18,36.0,-71.18,-34.55
2431,18,36.0,-70.78,-34.84
2432,18,36.0,-70.38,-34.99
2433,18,36.0,-69.98,-35.06
2434,18,36.0,-69.58,-35.35
2435,18,36.0,-69.18,-36.13
2436,18,36.0,-68.78,-36.86
2437,18,36.0,-68.38,-37.28
2438,18,36.0,-67.98,-37.86
2439,18,36.0,-67.58,-38.61
2440,18,36.0,-67.18,-39.1
2441,18,36.0,-66.78,-39.24
2442,18,36.0,-66.38,-39.32
2443,18,36.0,-65.98,-39.4
2444,18,36.0,-65.58,-39.68
2445,18,36.0,-65.18,-40.27
2446,18,36.0,-64.78,-40.48
2447,18,36.0,-64.38,-40.12
2448,18,36.0,-63.98,-39.79
2449,18,36.0,-63.58,-39.53
2450,18,36.0,-63.18,-39.3
2451,18,36.0,-62.78,-39.14
2452,18,36.0,-62.38,-38.86
2453,18,36.0,-61.98,-38.3
2454,18,36.0,-61.58,-37.84
2455,18,36.0,-61.18,-37.74
2456,18,36.0,-60.78,-37.51
2457,18,36.0,-60.38,-37.04
2458,18,36.0,-59.98,-36.6
2459,18,36.0,-59.58,-36.16
2460,18,36.0,-59.18,-35.82
2461,18,36.0,-58.78,-35.67
2462,18,36.0,-58.38,-35.5
2463,18,36.0,-57.98,-35.06
2464,18,36.0,-57.58,-34.02
2465,18,36.0,-57.18,-31.88
2466,18,36.0,-56.78,-29.93
2467,18,36.0,-56.38,-28.95
2468,18,36.0,-55.98,-28.39
2469,18,36.0,-55.58,-28.14
2470,18,36.0,-55.18,-27.51
2471,18,36.0,-54.78,-26.43
2472,18,36.0,-54.38,-25.21
2473,18,36.0,-53.98,-23.9
2474,18,36.0,-53.58,-22.85
2475,18,36.0,-53.18,-22.2
2476,18,36.0,-52.78,-21.56
2477,18,36.0,-52.38,-20.84
2478,18,36.0,-51.98,-20.27
2479,18,36.0,-51.58,-20.03
2480,18,36.0,-51.18,-19.72
2481,18,36.0,-50.78,-19.14
2482,18,36.0,-50.38,-18.44
2483,18,36.0,-49.98,-17.66
2484,18,36.0,-49.58,-16.84
2485,18,36.0,-49.18,-15.86
2486,18,36.0,-48.78,-15.21
2487,18,36.0,-48.38,-15.43
2488,18,36.0,-47.98,-15.65
2489,18,36.0,-47.58,-15.35
2490,18,36.0,-47.18,-14.7
2491,18,36.0,-46.78,-13.57
2492,18,36.0,-46.38,-12.69
2493,18,36.0,-45.98,-12.44
2494,18,36.0,-45.58,-12.58
2495,18,36.0,-45.18,-13.01
2496,18,36.0,-44.78,-13.45
2497,18,36.0,-44.38,-13.68
2498,18,36.0,-43.98,-13.4
2499,18,36.0,-43.58,-12.49
2500,18,36.0,-43.18,-11.57
2501,18,36.0,-42.78,-11.0
2502,18,36.0,-42.38,-10.89
2503,18,36.0,-41.98,-11.33
2504,18,36.0,-41.58,-11.62
2505,18,36.0,-41.18,-11.49
2506,18,36.0,-40.78,-11.22
2507,18,36.0,-40.38,-10.76
2508,18,36.0,-39.98,-10.65
2509,18,36.0,-39.58,-11.2
2510,18,36.0,-39.18,-11.68
2511,18,36.0,-38.78,-11.87
2512,18,36.0,-38.38,-12.16
2513,18,36.0,-37.98,-12.66
2514,18,36.0,-37.58,-12.57
2515,18,36.0,-37.18,-11.37
2516,18,36.0,-36.78,-9.94
2517,18,36.0,-36.38,-8.86
2518,18,36.0,-35.98,-8.58
2519,18,36.0,-35.58,-9.3
2520,18,36.0,-35.18,-10.32
2521,18,36.0,-34.78,-11.36
2522,18,36.0,-34.38,-12.19
2523,18,36.0,-33.98,-12.54
2524,18,36.0,-33.58,-12.54
2525,18,36.0,-33.18,-12.44
2526,18,36.0,-32.78,-12.3
2527,18,36.0,-32.38,-12.14
2528,18,36.0,-31.98,-12.02
2529,18,36.0,-31.58,-11.93
2530,18,36.0,-31.18,-11.71
2531,18,36.0,-30.78,-11.21
2532,18,36.0,-30.38,-10.62
2533,19,38.0,-89.58,-6.94
2534,19,38.0,-89.18,-7.96
2535,19,38.0,-88.78,-8.86
2536,19,38.0,-88.38,-9.18
2537,19,38.0,-87.98,-9.55
2538,19,38.0,-87.58,-9.98
2539,19,38.0,-87.18,-10.53
2540,19,38.0,-86.78,-11.39
2541,19,38.0,-86.38,-11.91
2542,19,38.0,-85.98,-11.57
2543,19,38.0,-85.58,-11.37
2544,19,38.0,-85.18,-11.79
2545,19,38.0,-84.78,-12.65
2546,19,38.0,-84.38,-13.97
2547,19,38.0,-83.98,-15.13
2548,19,38.0,-83.58,-15.85
2549,19,38.0,-83.18,-16.31
2550,19,38.0,-82.78,-16.55
2551,19,38.0,-82.38,-16.86
2552,19,38.0,-81.98,-17.33
2553,19,38.0,-81.58,-17.63
2554,19,38.0,-81.18,-17.6
2555,19,38.0,-80.78,-17.8
2556,19,38.0,-80.38,-18.47
2557,19,38.0,-79.98,-19.3
2558,19,38.0,-79.58,-20.22
2559,19,38.0,-79.18,-20.95
2560,19,38.0,-78.78,-21.28
2561,19,38.0,-78.38,-21.84
2562,19,38.0,-77.98,-22.85
2563,19,38.0,-77.58,-23.93
2564,19,38.0,-77.18,-25.07
2565,19,38.0,-76.78,-26.25
2566,19,38.0,-76.38,-27.35
2567,19,38.0,-75.98,-27.85
2568,19,38.0,-75.58,-27.75
2569,19,38.0,-75.18,-27.56
2570,19,38.0,-74.78,-27.33
2571,19,38.0,-74.38,-27.72
2572,19,38.0,-73.98,-29.85
2573,19,38.0,-73.58,-31.59
2574,19,38.0,-73.18,-31.96
2575,19,38.0,-72.78,-32.44
2576,19,38.0,-72.38,-32.92
2577,19,38.0,-71.98,-33.65
2578,19,38.0,-71.58,-35.14
2579,19,38.0,-71.18,-36.6
2580,19,38.0,-70.78,-37.36
2581,19,38.0,-70.38,-37.5
2582,19,38.0,-69.98,-36.99
2583,19,38.0,-69.58,-36.58
2584,19,38.0,-69.18,-36.64
2585,19,38.0,-68.78,-37.21
2586,19,38.0,-68.38,-38.21
2587,19,38.0,-67.98,-39.35
2588,19,38.0,-67.58,-40.61
2589,19,38.0,-67.18,-41.36
2590,19,38.0,-66.78,-41.4
2591,19,38.0,-66.38,-41.3
2592,19,38.0,-65.98,-41.21
2593,19,38.0,-65.58,-41.34
2594,19,38.0,-65.18,-42.05
2595,19,38.0,-64.78,-42.35
2596,19,38.0,-64.38,-41.54
2597,19,38.0,-63.98,-41.08
2598,19,38.0,-63.58,-41.41
2599,19,38.0,-63.18,-41.91
2600,19,38.0,-62.78,-42.62
2601,19,38.0,-62.38,-42.78
2602,19,38.0,-61.98,-41.65
2603,19,38.0,-61.58,-40.76
2604,19,38.0,-61.18,-40.73
2605,19,38.0,-60.78,-40.58
2606,19,38.0,-60.38,-40.24
2607,19,38.0,-59.98,-40.2
2608,19,38.0,-59.58,-40.88
2609,19,38.0,-59.18,-41.25
2610,19,38.0,-58.78,-40.81
2611,19,38.0,-58.38,-40.12
2612,19,38.0,-57.98,-39.25
2613,19,38.0,-57.58,-38.35
2614,19,38.0,-57.18,-37.46
2615,19,38.0,-56.78,-36.78
2616,19,38.0,-56.38,-36.46
2617,19,38.0,-55.98,-36.17
2618,19,38.0,-55.58,-35.71
2619,19,38.0,-55.18,-35.09
2620,19,38.0,-54.78,-34.32
2621,19,38.0,-54.38,-33.52
2622,19,38.0,-53.98,-32.71
2623,19,38.0,-53.58,-31.96
2624,19,38.0,-53.18,-31.35
2625,19,38.0,-52.78,-30.85
2626,19,38.0,-52.38,-30.42
2627,19,38.0,-51.98,-30.06
2628,19,38.0,-51.58,-29.76
2629,19,38.0,-51.18,-29.4
2630,19,38.0,-50.78,-28.86
2631,19,38.0,-50.38,-28.47
2632,19,38.0,-49.98,-28.36
2633,19,38.0,-49.58,-28.25
2634,19,38.0,-49.18,-28.09
2635,19,38.0,-48.78,-27.84
2636,19,38.0,-48.38,-27.39
2637,19,38.0,-47.98,-27.06
2638,19,38.0,-47.58,-27.04
2639,19,38.0,-47.18,-26.89
2640,19,38.0,-46.78,-26.45
2641,19,38.0,-46.38,-25.81
2642,19,38.0,-45.98,-24.95
2643,19,38.0,-45.58,-24.29
2644,19,38.0,-45.18,-24.11
2645,19,38.0,-44.78,-24.22
2646,19,38.0,-44.38,-24.5
2647,19,38.0,-43.98,-24.63
2648,19,38.0,-43.58,-24.44
2649,19,38.0,-43.18,-23.96
2650,19,38.0,-42.78,-23.22
2651,19,38.0,-42.38,-22.54
2652,19,38.0,-41.98,-22.1
2653,19,38.0,-41.58,-21.97
2654,19,38.0,-41.18,-22.14
2655,19,38.0,-40.78,-22.25
2656,19,38.0,-40.38,-22.25
2657,19,38.0,-39.98,-22.22
2658,19,38.0,-39.58,-22.17
2659,19,38.0,-39.18,-22.09
2660,19,38.0,-38.78,-21.95
2661,19,38.0,-38.38,-21.97
2662,19,38.0,-37.98,-22.4
2663,19,38.0,-37.58,-22.22
2664,19,38.0,-37.18,-21.2
2665,19,38.0,-36.78,-20.14
2666,19,38.0,-36.38,-19.08
2667,19,38.0,-35.98,-18.34
2668,19,38.0,-35.58,-18.63
2669,19,38.0,-35.18,-19.7
2670,19,38.0,-34.78,-20.95
2671,19,38.0,-34.38,-22.1
2672,19,38.0,-33.98,-22.87
2673,19,38.0,-33.58,-23.05
2674,19,38.0,-33.18,-22.74
2675,19,38.0,-32.78,-22.29
2676,19,38.0,-32.38,-21.79
2677,19,38.0,-31.98,-21.4
2678,19,38.0,-31.58,-21.19
2679,19,38.0,-31.18,-20.92
2680,19,38.0,-30.78,-20.49
2681,19,38.0,-30.38,-19.97
